,A_feat-3-useful,A_feat-1-useful,A_feat-2-useful,A_feat-4-useful,A_feat-5-useful,A_feat-18-repeated,A_feat-14-repeated,A_feat-12-repeated,A_feat-16-repeated,A_feat-13-repeated,A_feat-20-repeated,A_feat-19-repeated,A_feat-17-repeated,A_feat-15-repeated,A_feat-11-repeated,A_feat-8-redundant,A_feat-9-redundant,A_feat-7-redundant,A_feat-6-redundant
T727,0.571571571572,0.515515515516,0.478478478478,0.414414414414,0.632632632633,0.476476476476,0.578578578579,0.532532532533,0.323323323323,0.721721721722,0.444444444444,0.548548548549,0.552552552553,0.585585585586,0.478478478478,0.298298298298,0.434434434434,0.504504504505,0.353353353353
T728,0.536536536537,0.504504504505,0.451451451451,0.55955955956,0.518518518519,0.469469469469,0.555555555556,0.514514514515,0.533533533534,0.443443443443,0.473473473473,0.466466466466,0.535535535536,0.518518518519,0.467467467467,0.494494494494,0.479479479479,0.474474474474,0.547547547548
T729,0.495495495495,0.474474474474,0.44044044044,0.46046046046,0.377377377377,0.469469469469,0.489489489489,0.484484484484,0.553553553554,0.44044044044,0.542542542543,0.596596596597,0.494494494494,0.415415415415,0.465465465465,0.613613613614,0.664664664665,0.474474474474,0.564564564565
T730,0.449449449449,0.429429429429,0.518518518519,0.429429429429,0.570570570571,0.482482482482,0.413413413413,0.453453453453,0.307307307307,0.582582582583,0.474474474474,0.399399399399,0.434434434434,0.555555555556,0.487487487487,0.456456456456,0.482482482482,0.486486486486,0.35035035035
T731,0.535535535536,0.465465465465,0.389389389389,0.425425425425,0.553553553554,0.46046046046,0.476476476476,0.517517517518,0.349349349349,0.573573573574,0.531531531532,0.542542542543,0.481481481481,0.566566566567,0.454454454454,0.501501501502,0.611611611612,0.484484484484,0.391391391391
T732,0.548548548549,0.454454454454,0.546546546547,0.505505505506,0.399399399399,0.489489489489,0.449449449449,0.524524524525,0.563563563564,0.544544544545,0.467467467467,0.483483483483,0.46046046046,0.439439439439,0.503503503504,0.552552552553,0.463463463463,0.482482482482,0.57957957958
T733,0.459459459459,0.476476476476,0.523523523524,0.317317317317,0.557557557558,0.484484484484,0.494494494494,0.457457457457,0.256256256256,0.753753753754,0.474474474474,0.542542542543,0.494494494494,0.55955955956,0.495495495495,0.355355355355,0.481481481481,0.501501501502,0.282282282282
T734,0.459459459459,0.530530530531,0.441441441441,0.441441441441,0.412412412412,0.467467467467,0.604604604605,0.458458458458,0.516516516517,0.454454454454,0.533533533534,0.628628628629,0.570570570571,0.448448448448,0.465465465465,0.515515515516,0.604604604605,0.475475475475,0.534534534535
T735,0.551551551552,0.423423423423,0.481481481481,0.467467467467,0.534534534535,0.477477477477,0.385385385385,0.517517517518,0.4004004004,0.602602602603,0.495495495495,0.433433433433,0.41041041041,0.522522522523,0.479479479479,0.51951951952,0.528528528529,0.485485485485,0.429429429429
T736,0.455455455455,0.551551551552,0.517517517518,0.417417417417,0.401401401401,0.484484484484,0.628628628629,0.453453453453,0.523523523524,0.560560560561,0.498498498498,0.695695695696,0.5995995996,0.411411411411,0.492492492492,0.446446446446,0.525525525526,0.484484484484,0.538538538539
T737,0.554554554555,0.429429429429,0.444444444444,0.363363363363,0.505505505506,0.47047047047,0.392392392392,0.555555555556,0.326326326326,0.690690690691,0.543543543544,0.564564564565,0.415415415415,0.510510510511,0.468468468468,0.526526526527,0.674674674675,0.497497497497,0.385385385385
T738,0.534534534535,0.423423423423,0.422422422422,0.471471471471,0.383383383383,0.467467467467,0.404404404404,0.510510510511,0.547547547548,0.424424424424,0.577577577578,0.566566566567,0.422422422422,0.418418418418,0.463463463463,0.651651651652,0.743743743744,0.473473473473,0.557557557558
T739,0.541541541542,0.497497497497,0.428428428428,0.580580580581,0.405405405405,0.468468468468,0.542542542543,0.511511511512,0.630630630631,0.386386386386,0.513513513514,0.533533533534,0.533533533534,0.447447447447,0.463463463463,0.620620620621,0.567567567568,0.468468468468,0.641641641642
T740,0.389389389389,0.423423423423,0.461461461461,0.441441441441,0.483483483483,0.473473473473,0.396396396396,0.411411411411,0.384384384384,0.417417417417,0.543543543544,0.462462462462,0.41041041041,0.497497497497,0.473473473473,0.583583583584,0.62962962963,0.473473473473,0.406406406406
T741,0.554554554555,0.421421421421,0.512512512513,0.50950950951,0.424424424424,0.482482482482,0.394394394394,0.527527527528,0.54954954955,0.521521521522,0.492492492492,0.46046046046,0.424424424424,0.453453453453,0.487487487487,0.57957957958,0.51951951952,0.48048048048,0.562562562563
T742,0.407407407407,0.414414414414,0.451451451451,0.577577577578,0.39039039039,0.469469469469,0.391391391391,0.409409409409,0.580580580581,0.166166166166,0.545545545546,0.395395395395,0.404404404404,0.439439439439,0.47047047047,0.724724724725,0.626626626627,0.45045045045,0.567567567568
T743,0.536536536537,0.518518518519,0.526526526527,0.436436436436,0.562562562563,0.486486486486,0.563563563564,0.51951951952,0.373373373373,0.723723723724,0.439439439439,0.540540540541,0.565565565566,0.55955955956,0.494494494494,0.314314314314,0.382382382382,0.500500500501,0.41041041041
T744,0.487487487487,0.488488488488,0.375375375375,0.383383383383,0.398398398398,0.455455455455,0.51951951952,0.478478478478,0.466466466466,0.493493493493,0.604604604605,0.713713713714,0.512512512513,0.434434434434,0.446446446446,0.605605605606,0.712712712713,0.479479479479,0.487487487487
T745,0.392392392392,0.469469469469,0.551551551552,0.345345345345,0.570570570571,0.489489489489,0.481481481481,0.416416416416,0.221221221221,0.734734734735,0.469469469469,0.528528528529,0.485485485485,0.540540540541,0.497497497497,0.34034034034,0.47047047047,0.497497497497,0.256256256256
T746,0.54954954955,0.373373373373,0.417417417417,0.614614614615,0.510510510511,0.465465465465,0.313313313313,0.526526526527,0.511511511512,0.325325325325,0.521521521522,0.278278278278,0.366366366366,0.521521521522,0.459459459459,0.682682682683,0.562562562563,0.465465465465,0.51951951952
T747,0.46046046046,0.445445445445,0.444444444444,0.384384384384,0.508508508509,0.469469469469,0.444444444444,0.46046046046,0.32032032032,0.545545545546,0.536536536537,0.544544544545,0.457457457457,0.512512512513,0.466466466466,0.525525525526,0.622622622623,0.483483483483,0.397397397397
T748,0.556556556557,0.377377377377,0.46046046046,0.505505505506,0.361361361361,0.472472472472,0.337337337337,0.544544544545,0.573573573574,0.452452452452,0.555555555556,0.482482482482,0.377377377377,0.427427427427,0.472472472472,0.658658658659,0.672672672673,0.475475475475,0.587587587588
T749,0.572572572573,0.522522522523,0.565565565566,0.403403403403,0.452452452452,0.49049049049,0.588588588589,0.52952952953,0.466466466466,0.718718718719,0.452452452452,0.65965965966,0.562562562563,0.475475475475,0.502502502503,0.391391391391,0.442442442442,0.497497497497,0.487487487487
T750,0.568568568569,0.462462462462,0.482482482482,0.331331331331,0.55955955956,0.477477477477,0.467467467467,0.541541541542,0.302302302302,0.788788788789,0.511511511512,0.590590590591,0.474474474474,0.538538538539,0.479479479479,0.418418418418,0.547547547548,0.500500500501,0.352352352352
T751,0.510510510511,0.422422422422,0.506506506507,0.511511511512,0.537537537538,0.482482482482,0.393393393393,0.504504504505,0.417417417417,0.557557557558,0.468468468468,0.386386386386,0.428428428428,0.534534534535,0.486486486486,0.512512512513,0.467467467467,0.482482482482,0.446446446446
T752,0.429429429429,0.399399399399,0.523523523524,0.477477477477,0.564564564565,0.483483483483,0.365365365365,0.441441441441,0.318318318318,0.522522522523,0.47047047047,0.32032032032,0.399399399399,0.561561561562,0.493493493493,0.505505505506,0.472472472472,0.481481481481,0.343343343343
T753,0.405405405405,0.525525525526,0.553553553554,0.469469469469,0.542542542543,0.491491491491,0.582582582583,0.414414414414,0.388388388388,0.571571571572,0.43043043043,0.475475475475,0.567567567568,0.545545545546,0.499499499499,0.364364364364,0.4004004004,0.484484484484,0.426426426426
T754,0.412412412412,0.518518518519,0.532532532533,0.638638638639,0.43043043043,0.49049049049,0.587587587588,0.419419419419,0.594594594595,0.337337337337,0.428428428428,0.425425425425,0.571571571572,0.464464464464,0.498498498498,0.488488488488,0.384384384384,0.466466466466,0.634634634635
T755,0.455455455455,0.454454454454,0.504504504505,0.60960960961,0.560560560561,0.481481481481,0.442442442442,0.452452452452,0.456456456456,0.41041041041,0.444444444444,0.292292292292,0.461461461461,0.553553553554,0.489489489489,0.503503503504,0.399399399399,0.469469469469,0.478478478478
T756,0.565565565566,0.446446446446,0.432432432432,0.498498498498,0.397397397397,0.467467467467,0.441441441441,0.531531531532,0.608608608609,0.443443443443,0.540540540541,0.566566566567,0.453453453453,0.426426426426,0.462462462462,0.642642642643,0.612612612613,0.474474474474,0.577577577578
T757,0.533533533534,0.471471471471,0.54954954955,0.607607607608,0.432432432432,0.489489489489,0.485485485485,0.504504504505,0.64964964965,0.409409409409,0.423423423423,0.361361361361,0.488488488488,0.46046046046,0.498498498498,0.554554554555,0.387387387387,0.471471471471,0.646646646647
T758,0.537537537538,0.622622622623,0.445445445445,0.50950950951,0.383383383383,0.469469469469,0.752752752753,0.527527527528,0.667667667668,0.491491491491,0.494494494494,0.690690690691,0.697697697698,0.422422422422,0.468468468468,0.447447447447,0.522522522523,0.479479479479,0.657657657658
T759,0.518518518519,0.457457457457,0.457457457457,0.585585585586,0.433433433433,0.472472472472,0.46046046046,0.504504504505,0.561561561562,0.33033033033,0.493493493493,0.408408408408,0.468468468468,0.465465465465,0.471471471471,0.625625625626,0.541541541542,0.465465465465,0.614614614615
T760,0.438438438438,0.419419419419,0.505505505506,0.497497497497,0.542542542543,0.482482482482,0.379379379379,0.432432432432,0.364364364364,0.47047047047,0.478478478478,0.317317317317,0.408408408408,0.563563563564,0.486486486486,0.528528528529,0.488488488488,0.476476476476,0.395395395395
T761,0.557557557558,0.510510510511,0.531531531532,0.56956956957,0.427427427427,0.488488488488,0.536536536537,0.523523523524,0.623623623624,0.493493493493,0.443443443443,0.486486486486,0.557557557558,0.45045045045,0.494494494494,0.504504504505,0.411411411411,0.478478478478,0.622622622623
T762,0.461461461461,0.436436436436,0.492492492492,0.461461461461,0.587587587588,0.478478478478,0.426426426426,0.463463463463,0.289289289289,0.571571571572,0.472472472472,0.371371371371,0.436436436436,0.590590590591,0.483483483483,0.454454454454,0.476476476476,0.485485485485,0.335335335335
T763,0.617617617618,0.421421421421,0.504504504505,0.594594594595,0.492492492492,0.48048048048,0.386386386386,0.552552552553,0.545545545546,0.495495495495,0.464464464464,0.326326326326,0.413413413413,0.501501501502,0.487487487487,0.58958958959,0.454454454454,0.478478478478,0.540540540541
T764,0.371371371371,0.407407407407,0.465465465465,0.474474474474,0.462462462462,0.474474474474,0.368368368368,0.403403403403,0.43043043043,0.315315315315,0.535535535536,0.424424424424,0.41041041041,0.481481481481,0.474474474474,0.637637637638,0.602602602603,0.467467467467,0.445445445445
T765,0.551551551552,0.423423423423,0.419419419419,0.46046046046,0.580580580581,0.465465465465,0.389389389389,0.533533533534,0.329329329329,0.576576576577,0.510510510511,0.419419419419,0.423423423423,0.583583583584,0.461461461461,0.507507507508,0.565565565566,0.487487487487,0.376376376376
T766,0.469469469469,0.518518518519,0.475475475475,0.571571571572,0.381381381381,0.475475475475,0.571571571572,0.462462462462,0.672672672673,0.35035035035,0.491491491491,0.526526526527,0.560560560561,0.427427427427,0.477477477477,0.55955955956,0.518518518519,0.465465465465,0.625625625626
T767,0.550550550551,0.434434434434,0.516516516517,0.577577577578,0.444444444444,0.483483483483,0.4004004004,0.524524524525,0.580580580581,0.45045045045,0.464464464464,0.348348348348,0.436436436436,0.467467467467,0.493493493493,0.604604604605,0.461461461461,0.475475475475,0.588588588589
T768,0.435435435435,0.444444444444,0.495495495495,0.571571571572,0.537537537538,0.48048048048,0.419419419419,0.438438438438,0.43043043043,0.396396396396,0.465465465465,0.317317317317,0.446446446446,0.534534534535,0.485485485485,0.531531531532,0.456456456456,0.471471471471,0.459459459459
T769,0.544544544545,0.511511511512,0.508508508509,0.58958958959,0.42042042042,0.481481481481,0.578578578579,0.516516516517,0.650650650651,0.462462462462,0.456456456456,0.515515515516,0.562562562563,0.445445445445,0.487487487487,0.506506506507,0.44044044044,0.475475475475,0.658658658659
T770,0.449449449449,0.503503503504,0.45045045045,0.560560560561,0.408408408408,0.47047047047,0.536536536537,0.446446446446,0.604604604605,0.291291291291,0.515515515516,0.505505505506,0.523523523524,0.441441441441,0.469469469469,0.586586586587,0.568568568569,0.463463463463,0.605605605606
T771,0.522522522523,0.445445445445,0.534534534535,0.429429429429,0.428428428428,0.487487487487,0.434434434434,0.507507507508,0.478478478478,0.640640640641,0.494494494494,0.546546546547,0.45045045045,0.45045045045,0.498498498498,0.530530530531,0.531531531532,0.488488488488,0.498498498498
T772,0.422422422422,0.409409409409,0.379379379379,0.680680680681,0.473473473473,0.459459459459,0.386386386386,0.433433433433,0.590590590591,0.037037037037,0.527527527528,0.227227227227,0.411411411411,0.488488488488,0.451451451451,0.788788788789,0.578578578579,0.439439439439,0.580580580581
T773,0.555555555556,0.432432432432,0.428428428428,0.594594594595,0.409409409409,0.464464464464,0.423423423423,0.525525525526,0.635635635636,0.347347347347,0.530530530531,0.434434434434,0.44044044044,0.445445445445,0.46046046046,0.661661661662,0.606606606607,0.465465465465,0.604604604605
T774,0.584584584585,0.428428428428,0.540540540541,0.57957957958,0.557557557558,0.488488488488,0.403403403403,0.528528528529,0.466466466466,0.552552552553,0.433433433433,0.278278278278,0.433433433433,0.538538538539,0.498498498498,0.491491491491,0.357357357357,0.485485485485,0.484484484484
T775,0.456456456456,0.543543543544,0.564564564565,0.633633633634,0.43043043043,0.496496496496,0.600600600601,0.453453453453,0.656656656657,0.366366366366,0.405405405405,0.425425425425,0.591591591592,0.459459459459,0.510510510511,0.459459459459,0.319319319319,0.47047047047,0.62962962963
T776,0.526526526527,0.545545545546,0.436436436436,0.515515515516,0.566566566567,0.468468468468,0.642642642643,0.505505505506,0.456456456456,0.53953953954,0.464464464464,0.531531531532,0.601601601602,0.553553553554,0.468468468468,0.403403403403,0.46046046046,0.483483483483,0.478478478478
T777,0.547547547548,0.526526526527,0.415415415415,0.563563563564,0.444444444444,0.462462462462,0.587587587588,0.526526526527,0.635635635636,0.421421421421,0.499499499499,0.553553553554,0.540540540541,0.47047047047,0.459459459459,0.546546546547,0.540540540541,0.471471471471,0.621621621622
T778,0.550550550551,0.456456456456,0.50950950951,0.427427427427,0.528528528529,0.482482482482,0.455455455455,0.526526526527,0.391391391391,0.650650650651,0.476476476476,0.492492492492,0.465465465465,0.527527527528,0.489489489489,0.457457457457,0.486486486486,0.494494494494,0.42042042042
T779,0.601601601602,0.415415415415,0.449449449449,0.565565565566,0.42042042042,0.47047047047,0.371371371371,0.562562562563,0.592592592593,0.408408408408,0.517517517518,0.433433433433,0.41041041041,0.449449449449,0.469469469469,0.716716716717,0.578578578579,0.472472472472,0.611611611612
T780,0.416416416416,0.407407407407,0.557557557558,0.543543543544,0.564564564565,0.49049049049,0.362362362362,0.434434434434,0.367367367367,0.439439439439,0.445445445445,0.265265265265,0.409409409409,0.551551551552,0.500500500501,0.514514514515,0.412412412412,0.474474474474,0.412412412412
T781,0.434434434434,0.528528528529,0.531531531532,0.56956956957,0.535535535536,0.487487487487,0.613613613614,0.438438438438,0.500500500501,0.441441441441,0.412412412412,0.411411411411,0.572572572573,0.530530530531,0.496496496496,0.402402402402,0.325325325325,0.474474474474,0.515515515516
T782,0.532532532533,0.533533533534,0.479479479479,0.444444444444,0.394394394394,0.476476476476,0.632632632633,0.517517517518,0.565565565566,0.584584584585,0.502502502503,0.726726726727,0.592592592593,0.436436436436,0.478478478478,0.48048048048,0.54954954955,0.484484484484,0.572572572573
T783,0.441441441441,0.42042042042,0.433433433433,0.456456456456,0.621621621622,0.467467467467,0.376376376376,0.445445445445,0.277277277277,0.500500500501,0.503503503504,0.349349349349,0.427427427427,0.58958958959,0.465465465465,0.500500500501,0.542542542543,0.479479479479,0.34034034034
T784,0.56956956957,0.479479479479,0.49049049049,0.552552552553,0.596596596597,0.479479479479,0.501501501502,0.530530530531,0.431431431431,0.568568568569,0.423423423423,0.377377377377,0.499499499499,0.55955955956,0.481481481481,0.426426426426,0.381381381381,0.486486486486,0.455455455455
T785,0.418418418418,0.512512512513,0.481481481481,0.522522522523,0.433433433433,0.477477477477,0.55955955956,0.423423423423,0.553553553554,0.355355355355,0.495495495495,0.505505505506,0.535535535536,0.457457457457,0.479479479479,0.535535535536,0.531531531532,0.467467467467,0.557557557558
T786,0.458458458458,0.436436436436,0.413413413413,0.371371371371,0.571571571572,0.462462462462,0.428428428428,0.457457457457,0.243243243243,0.604604604605,0.53953953954,0.506506506507,0.441441441441,0.597597597598,0.458458458458,0.483483483483,0.63963963964,0.485485485485,0.309309309309
T787,0.44044044044,0.404404404404,0.452452452452,0.472472472472,0.593593593594,0.471471471471,0.383383383383,0.446446446446,0.248248248248,0.483483483483,0.494494494494,0.345345345345,0.41041041041,0.592592592593,0.47047047047,0.508508508509,0.533533533534,0.477477477477,0.296296296296
T788,0.416416416416,0.566566566567,0.532532532533,0.472472472472,0.528528528529,0.486486486486,0.665665665666,0.428428428428,0.413413413413,0.560560560561,0.417417417417,0.543543543544,0.624624624625,0.536536536537,0.491491491491,0.305305305305,0.38038038038,0.486486486486,0.442442442442
T789,0.436436436436,0.554554554555,0.537537537538,0.583583583584,0.530530530531,0.488488488488,0.624624624625,0.438438438438,0.505505505506,0.455455455455,0.414414414414,0.42042042042,0.591591591592,0.534534534535,0.491491491491,0.379379379379,0.31031031031,0.475475475475,0.520520520521
T790,0.568568568569,0.547547547548,0.500500500501,0.586586586587,0.45045045045,0.482482482482,0.627627627628,0.528528528529,0.625625625626,0.508508508509,0.441441441441,0.522522522523,0.598598598599,0.472472472472,0.484484484484,0.458458458458,0.402402402402,0.48048048048,0.610610610611
T791,0.535535535536,0.505505505506,0.436436436436,0.530530530531,0.475475475475,0.467467467467,0.545545545546,0.510510510511,0.536536536537,0.454454454454,0.496496496496,0.515515515516,0.536536536537,0.492492492492,0.467467467467,0.523523523524,0.530530530531,0.475475475475,0.535535535536
T792,0.516516516517,0.42042042042,0.524524524525,0.513513513514,0.346346346346,0.486486486486,0.386386386386,0.503503503504,0.581581581582,0.467467467467,0.504504504505,0.472472472472,0.421421421421,0.423423423423,0.494494494494,0.636636636637,0.573573573574,0.476476476476,0.598598598599
T793,0.444444444444,0.45045045045,0.463463463463,0.457457457457,0.511511511512,0.473473473473,0.447447447447,0.435435435435,0.394394394394,0.461461461461,0.514514514515,0.464464464464,0.46046046046,0.522522522523,0.473473473473,0.535535535536,0.580580580581,0.476476476476,0.421421421421
T794,0.498498498498,0.428428428428,0.484484484484,0.557557557558,0.571571571572,0.477477477477,0.408408408408,0.486486486486,0.389389389389,0.477477477477,0.461461461461,0.305305305305,0.439439439439,0.575575575576,0.48048048048,0.508508508509,0.454454454454,0.477477477477,0.427427427427
T795,0.557557557558,0.427427427427,0.423423423423,0.53953953954,0.534534534535,0.463463463463,0.382382382382,0.526526526527,0.457457457457,0.434434434434,0.505505505506,0.37037037037,0.424424424424,0.533533533534,0.457457457457,0.611611611612,0.571571571572,0.474474474474,0.477477477477
T796,0.408408408408,0.53953953954,0.46046046046,0.500500500501,0.513513513514,0.472472472472,0.674674674675,0.423423423423,0.468468468468,0.437437437437,0.475475475475,0.537537537538,0.574574574575,0.520520520521,0.473473473473,0.427427427427,0.484484484484,0.474474474474,0.487487487487
T797,0.503503503504,0.416416416416,0.473473473473,0.383383383383,0.438438438438,0.475475475475,0.389389389389,0.49049049049,0.407407407407,0.588588588589,0.54954954955,0.554554554555,0.423423423423,0.47047047047,0.476476476476,0.561561561562,0.642642642643,0.487487487487,0.427427427427
T798,0.421421421421,0.548548548549,0.499499499499,0.641641641642,0.476476476476,0.48048048048,0.632632632633,0.425425425425,0.610610610611,0.304304304304,0.431431431431,0.427427427427,0.57957957958,0.492492492492,0.484484484484,0.474474474474,0.38038038038,0.462462462462,0.592592592593
T799,0.551551551552,0.464464464464,0.536536536537,0.507507507508,0.418418418418,0.486486486486,0.475475475475,0.516516516517,0.565565565566,0.558558558559,0.472472472472,0.506506506507,0.48048048048,0.443443443443,0.496496496496,0.540540540541,0.476476476476,0.484484484484,0.558558558559
T800,0.453453453453,0.515515515516,0.542542542543,0.52952952953,0.510510510511,0.489489489489,0.614614614615,0.455455455455,0.487487487487,0.518518518519,0.429429429429,0.463463463463,0.56956956957,0.514514514515,0.498498498498,0.394394394394,0.362362362362,0.481481481481,0.506506506507
T801,0.446446446446,0.454454454454,0.455455455455,0.431431431431,0.473473473473,0.471471471471,0.455455455455,0.447447447447,0.411411411411,0.479479479479,0.537537537538,0.536536536537,0.462462462462,0.487487487487,0.471471471471,0.546546546547,0.605605605606,0.477477477477,0.434434434434
T802,0.616616616617,0.398398398398,0.438438438438,0.518518518519,0.521521521522,0.467467467467,0.358358358358,0.560560560561,0.451451451451,0.532532532533,0.506506506507,0.407407407407,0.403403403403,0.528528528529,0.463463463463,0.583583583584,0.560560560561,0.481481481481,0.474474474474
T803,0.481481481481,0.563563563564,0.55955955956,0.594594594595,0.457457457457,0.495495495495,0.663663663664,0.474474474474,0.662662662663,0.475475475475,0.382382382382,0.466466466466,0.603603603604,0.476476476476,0.50950950951,0.401401401401,0.262262262262,0.477477477477,0.607607607608
T804,0.478478478478,0.511511511512,0.540540540541,0.387387387387,0.431431431431,0.489489489489,0.552552552553,0.471471471471,0.457457457457,0.62962962963,0.482482482482,0.625625625626,0.534534534535,0.458458458458,0.497497497497,0.433433433433,0.502502502503,0.492492492492,0.476476476476
T805,0.57957957958,0.427427427427,0.464464464464,0.479479479479,0.433433433433,0.473473473473,0.419419419419,0.545545545546,0.530530530531,0.558558558559,0.526526526527,0.535535535536,0.438438438438,0.454454454454,0.473473473473,0.596596596597,0.580580580581,0.485485485485,0.537537537538
T806,0.528528528529,0.41041041041,0.532532532533,0.571571571572,0.576576576577,0.489489489489,0.387387387387,0.517517517518,0.452452452452,0.51951951952,0.421421421421,0.263263263263,0.406406406406,0.553553553554,0.497497497497,0.504504504505,0.379379379379,0.48048048048,0.472472472472
T807,0.55955955956,0.53953953954,0.538538538539,0.587587587588,0.459459459459,0.487487487487,0.61961961962,0.533533533534,0.591591591592,0.565565565566,0.416416416416,0.520520520521,0.576576576577,0.479479479479,0.491491491491,0.415415415415,0.356356356356,0.483483483483,0.615615615616
T808,0.493493493493,0.451451451451,0.449449449449,0.570570570571,0.517517517518,0.471471471471,0.443443443443,0.483483483483,0.494494494494,0.358358358358,0.488488488488,0.348348348348,0.458458458458,0.522522522523,0.468468468468,0.578578578579,0.514514514515,0.468468468468,0.515515515516
T809,0.544544544545,0.428428428428,0.485485485485,0.489489489489,0.477477477477,0.477477477477,0.414414414414,0.524524524525,0.47047047047,0.541541541542,0.499499499499,0.453453453453,0.428428428428,0.492492492492,0.48048048048,0.555555555556,0.528528528529,0.482482482482,0.489489489489
T810,0.446446446446,0.421421421421,0.448448448448,0.434434434434,0.431431431431,0.469469469469,0.397397397397,0.443443443443,0.452452452452,0.406406406406,0.547547547548,0.521521521522,0.425425425425,0.452452452452,0.467467467467,0.643643643644,0.685685685686,0.472472472472,0.475475475475
T811,0.448448448448,0.552552552553,0.527527527528,0.594594594595,0.632632632633,0.486486486486,0.622622622623,0.444444444444,0.417417417417,0.500500500501,0.378378378378,0.343343343343,0.573573573574,0.581581581582,0.492492492492,0.32032032032,0.263263263263,0.479479479479,0.448448448448
T812,0.533533533534,0.533533533534,0.414414414414,0.57957957958,0.317317317317,0.465465465465,0.625625625626,0.514514514515,0.744744744745,0.316316316316,0.535535535536,0.63963963964,0.574574574575,0.371371371371,0.461461461461,0.640640640641,0.626626626627,0.462462462462,0.740740740741
T813,0.466466466466,0.468468468468,0.496496496496,0.451451451451,0.383383383383,0.48048048048,0.48048048048,0.464464464464,0.528528528529,0.482482482482,0.521521521522,0.54954954955,0.484484484484,0.435435435435,0.484484484484,0.553553553554,0.577577577578,0.477477477477,0.541541541542
T814,0.502502502503,0.459459459459,0.561561561562,0.572572572573,0.536536536537,0.49049049049,0.462462462462,0.49049049049,0.471471471471,0.511511511512,0.423423423423,0.327327327327,0.468468468468,0.534534534535,0.501501501502,0.467467467467,0.374374374374,0.48048048048,0.491491491491
T815,0.485485485485,0.526526526527,0.435435435435,0.425425425425,0.563563563564,0.468468468468,0.616616616617,0.477477477477,0.33033033033,0.603603603604,0.488488488488,0.568568568569,0.568568568569,0.567567567568,0.467467467467,0.362362362362,0.513513513514,0.486486486486,0.383383383383
T816,0.419419419419,0.473473473473,0.447447447447,0.451451451451,0.54954954955,0.47047047047,0.491491491491,0.435435435435,0.353353353353,0.479479479479,0.508508508509,0.478478478478,0.488488488488,0.54954954955,0.468468468468,0.481481481481,0.565565565566,0.477477477477,0.38038038038
T817,0.448448448448,0.500500500501,0.574574574575,0.504504504505,0.517517517518,0.491491491491,0.546546546547,0.447447447447,0.452452452452,0.551551551552,0.417417417417,0.447447447447,0.523523523524,0.517517517518,0.503503503504,0.4004004004,0.352352352352,0.485485485485,0.472472472472
T818,0.418418418418,0.51951951952,0.560560560561,0.564564564565,0.510510510511,0.493493493493,0.578578578579,0.424424424424,0.497497497497,0.457457457457,0.418418418418,0.405405405405,0.54954954955,0.508508508509,0.501501501502,0.405405405405,0.339339339339,0.476476476476,0.505505505506
T819,0.497497497497,0.449449449449,0.445445445445,0.405405405405,0.416416416416,0.47047047047,0.441441441441,0.488488488488,0.461461461461,0.521521521522,0.567567567568,0.598598598599,0.458458458458,0.455455455455,0.468468468468,0.590590590591,0.664664664665,0.48048048048,0.482482482482
T820,0.425425425425,0.422422422422,0.561561561562,0.545545545546,0.392392392392,0.49049049049,0.376376376376,0.44044044044,0.57957957958,0.364364364364,0.486486486486,0.386386386386,0.414414414414,0.427427427427,0.500500500501,0.63963963964,0.511511511512,0.468468468468,0.572572572573
T821,0.404404404404,0.48048048048,0.468468468468,0.545545545546,0.500500500501,0.473473473473,0.50950950951,0.418418418418,0.475475475475,0.348348348348,0.486486486486,0.417417417417,0.499499499499,0.506506506507,0.474474474474,0.533533533534,0.514514514515,0.465465465465,0.493493493493
T822,0.418418418418,0.510510510511,0.444444444444,0.469469469469,0.476476476476,0.468468468468,0.561561561562,0.42042042042,0.456456456456,0.42042042042,0.512512512513,0.54954954955,0.550550550551,0.489489489489,0.467467467467,0.50950950951,0.570570570571,0.472472472472,0.478478478478
T823,0.56956956957,0.518518518519,0.45045045045,0.575575575576,0.587587587588,0.47047047047,0.558558558559,0.530530530531,0.495495495495,0.497497497497,0.446446446446,0.435435435435,0.548548548549,0.557557557558,0.467467467467,0.443443443443,0.425425425425,0.479479479479,0.51951951952
T824,0.395395395395,0.424424424424,0.491491491491,0.44044044044,0.432432432432,0.478478478478,0.398398398398,0.409409409409,0.419419419419,0.418418418418,0.533533533534,0.479479479479,0.417417417417,0.455455455455,0.482482482482,0.606606606607,0.603603603604,0.472472472472,0.454454454454
T825,0.374374374374,0.454454454454,0.489489489489,0.391391391391,0.428428428428,0.479479479479,0.446446446446,0.402402402402,0.389389389389,0.485485485485,0.533533533534,0.564564564565,0.46046046046,0.46046046046,0.483483483483,0.545545545546,0.614614614615,0.478478478478,0.419419419419
T826,0.439439439439,0.418418418418,0.561561561562,0.562562562563,0.396396396396,0.491491491491,0.384384384384,0.44044044044,0.604604604605,0.287287287287,0.458458458458,0.306306306306,0.427427427427,0.432432432432,0.502502502503,0.60960960961,0.448448448448,0.463463463463,0.597597597598
T827,0.597597597598,0.553553553554,0.45045045045,0.454454454454,0.449449449449,0.47047047047,0.662662662663,0.560560560561,0.52952952953,0.607607607608,0.493493493493,0.694694694695,0.60960960961,0.473473473473,0.468468468468,0.433433433433,0.528528528529,0.489489489489,0.550550550551
